country_code,country,year,value
SGP,Singapore,2022,91227.6970426492
SGP,Singapore,2023,86382.5900499252
SGP,Singapore,2024,94896.5621495988
SGP,Singapore,2025,98813.9788172877
USA,United States,2000,36329.9702595751
USA,United States,2001,37133.6203973517
USA,United States,2002,37997.7424300242
USA,United States,2003,39490.3023903176
USA,United States,2004,41724.6411982614
USA,United States,2005,44123.3996470026
USA,United States,2006,46301.9876485519
USA,United States,2007,48050.227412195
USA,United States,2008,48570.0594269601
USA,United States,2009,47194.9500893872
USA,United States,2010,48642.6312088213
USA,United States,2011,50024.8812320773
USA,United States,2012,51708.3940614082
USA,United States,2013,53297.3862901595
USA,United States,2014,55153.3940182967
USA,United States,2015,56849.4697923159
USA,United States,2016,57976.628204291
USA,United States,2017,60047.7190728307
USA,United States,2018,62875.6661382728
USA,United States,2019,65227.9565911038
USA,United States,2020,64465.2971415748
USA,United States,2021,71441.2319805947
USA,United States,2022,78008.6895811877
USA,United States,2023,82586.7847707894
USA,United States,2024,86169.6641581917
USA,United States,2025,90026.5163005744
